ID	gene	r
ENSG00000087116	ADAMTS2	0.37879264
ENSG00000167657	DAPK3	0.378785846
ENSG00000159189	C1QC	0.378753162
ENSG00000067334	DNTTIP2	0.378698346
ENSG00000198873	GRK5	0.378697658
ENSG00000100731	PCNX	0.378644924
ENSG00000175787	ZNF169	0.378641982
ENSG00000151532	VTI1A	0.378629386
ENSG00000174010	KLHL15	0.37861373
ENSG00000177606	JUN	0.378558421
ENSG00000233382	NKAPP1	0.378506267
ENSG00000213930	GALT	0.378461534
ENSG00000174791	RIN1	0.378435628
ENSG00000180329	CCDC43	0.378397701
ENSG00000182518	FAM104B	0.378256797
ENSG00000131759	RARA	0.37819831
ENSG00000133641	C12orf29	0.378159163
ENSG00000188580	NKAIN2	0.378157927
ENSG00000223501	VPS52	0.378048023
ENSG00000165861	ZFYVE1	0.3780428
ENSG00000184752	NDUFA12	0.378015206
ENSG00000181396	OGFOD3	0.377986342
ENSG00000214376	VSTM5	0.377984368
ENSG00000147257	GPC3	0.377965057
ENSG00000197124	ZNF682	0.377951927
ENSG00000114120	SLC25A36	0.377931657
ENSG00000130733	YIPF2	0.377919672
ENSG00000103316	CRYM	0.377764933
ENSG00000214087	ARL16	0.377745498
ENSG00000173559	NABP1	0.377707939
ENSG00000205704	LINC00634	0.377673211
ENSG00000178567	EPM2AIP1	0.377612639
ENSG00000136854	STXBP1	0.377591974
ENSG00000185621	LMLN	0.377577812
ENSG00000157856	DRC1	0.377573086
ENSG00000083168	KAT6A	0.377507717
ENSG00000175029	CTBP2	0.37744949
ENSG00000101997	CCDC22	0.377423376
ENSG00000236653	AC005235.1	0.377399995
ENSG00000175155	YPEL2	0.377321239
ENSG00000182329	KIAA2012	0.377247275
ENSG00000178773	CPNE7	0.377149879
ENSG00000038219	BOD1L1	0.377029774
ENSG00000102100	SLC35A2	0.376997585
ENSG00000187135	VSTM2B	0.376917691
ENSG00000171533	MAP6	0.376899495
ENSG00000172671	ZFAND4	0.37685716
ENSG00000162236	STX5	0.376843035
ENSG00000057704	TMCC3	0.376807491
ENSG00000137842	TMEM62	0.376747047
ENSG00000085982	USP40	0.3767183
ENSG00000163795	ZNF513	0.376673986
ENSG00000172748	ZNF596	0.376535256
ENSG00000171109	MFN1	0.376289763
ENSG00000162664	ZNF326	0.376191532
ENSG00000136485	DCAF7	0.376175194
ENSG00000101337	TM9SF4	0.376145979
ENSG00000196071	OR2L13	0.376106664
ENSG00000261879	RP11-333E1.1	0.376089717
ENSG00000157954	WIPI2	0.376073996
ENSG00000156172	C8orf37	0.37606213
ENSG00000178125	PPP1R42	0.37600733
ENSG00000186409	CCDC30	0.375964523
ENSG00000125257	ABCC4	0.375894241
ENSG00000120437	ACAT2	0.375885635
ENSG00000145780	FEM1C	0.375752119
ENSG00000128564	VGF	0.375715942
ENSG00000130529	TRPM4	0.375643364
ENSG00000113558	SKP1	0.375616993
ENSG00000143195	ILDR2	0.375572321
ENSG00000188283	ZNF383	0.375556427
ENSG00000178913	TAF7	0.375537369
ENSG00000214439	FAM185BP	0.375523792
ENSG00000105605	CACNG7	0.375477845
ENSG00000145715	RASA1	0.375372337
ENSG00000171295	ZNF440	0.37534667
ENSG00000150990	DHX37	0.375331816
ENSG00000104299	INTS9	0.375279153
ENSG00000135749	PCNXL2	0.375243265
ENSG00000129968	ABHD17A	0.375239271
ENSG00000156928	MALSU1	0.375146019
ENSG00000152413	HOMER1	0.375130332
ENSG00000174233	ADCY6	0.3751293
ENSG00000108381	ASPA	0.374986376
ENSG00000006625	GGCT	0.374953477
ENSG00000107651	SEC23IP	0.374949419
ENSG00000269998	RP11-272L13.3	0.374920443
ENSG00000152784	PRDM8	0.37486116
ENSG00000179331	RAB39A	0.374848871
ENSG00000095261	PSMD5	0.37484371
ENSG00000169375	SIN3A	0.374777753
ENSG00000164068	RNF123	0.374751271
ENSG00000163611	SPICE1	0.374695556
ENSG00000277998	RP11-452N17.1	0.374645838
ENSG00000203799	CCDC162P	0.374546373
ENSG00000065060	UHRF1BP1	0.374523181
ENSG00000167085	PHB	0.374459803
ENSG00000104369	JPH1	0.374454814
ENSG00000249307	LINC01088	0.374448297
ENSG00000083896	YTHDC1	0.374384033
ENSG00000071282	LMCD1	0.374377701
ENSG00000188153	COL4A5	0.37437365
ENSG00000149313	AASDHPPT	0.374365381
ENSG00000124574	ABCC10	0.374317384
ENSG00000100865	CINP	0.374293993
ENSG00000267002	RP11-242D8.1	0.374183463
ENSG00000187522	HSPA14	0.374110864
ENSG00000120370	GORAB	0.37410694
ENSG00000107874	CUEDC2	0.374060046
ENSG00000105613	MAST1	0.374030958
ENSG00000136243	NUPL2	0.37401859
ENSG00000150779	TIMM8B	0.37395992
ENSG00000123066	MED13L	0.373932307
ENSG00000112137	PHACTR1	0.373912018
ENSG00000257735	RP11-370I10.6	0.373849005
ENSG00000108175	ZMIZ1	0.373765458
ENSG00000179981	TSHZ1	0.373760064
ENSG00000140057	AK7	0.373705392
ENSG00000144445	KANSL1L	0.373699606
ENSG00000173273	TNKS	0.373578783
ENSG00000067992	PDK3	0.37350487
ENSG00000115353	TACR1	0.373448744
ENSG00000131188	PRR7	0.373442787
ENSG00000170370	EMX2	0.373374809
ENSG00000102387	TAF7L	0.373365386
ENSG00000116863	ADPRHL2	0.373315266
ENSG00000099940	SNAP29	0.373300008
ENSG00000156171	DRAM2	0.373298606
ENSG00000059804	SLC2A3	0.373284859
ENSG00000269699	ZIM2	0.373275929
ENSG00000116459	ATP5F1	0.373231564
ENSG00000167210	LOXHD1	0.373206054
ENSG00000229980	TOB1-AS1	0.373162056
ENSG00000104219	ZDHHC2	0.373157025
ENSG00000155093	PTPRN2	0.373156707
ENSG00000092208	GEMIN2	0.373027444
ENSG00000174915	PTDSS2	0.373011065
ENSG00000112335	SNX3	0.373003716
ENSG00000165102	HGSNAT	0.372999198
ENSG00000120685	PROSER1	0.372938497
ENSG00000169740	ZNF32	0.372924671
ENSG00000153814	JAZF1	0.372857069
ENSG00000114541	FRMD4B	0.372840524
ENSG00000102317	RBM3	0.372812567
ENSG00000167972	ABCA3	0.372800287
ENSG00000128699	ORMDL1	0.372789043
ENSG00000133872	SARAF	0.372723257
ENSG00000184226	PCDH9	0.37267728
ENSG00000100580	TMED8	0.372664562
ENSG00000144036	EXOC6B	0.372644931
ENSG00000070423	RNF126	0.372601962
ENSG00000133265	HSPBP1	0.372578838
ENSG00000118308	LRMP	0.372559874
ENSG00000070718	AP3M2	0.372545378
ENSG00000214575	CPEB1	0.372533305
ENSG00000090932	DLL3	0.372506829
ENSG00000077312	SNRPA	0.372499522
ENSG00000108443	RPS6KB1	0.372468446
ENSG00000101109	STK4	0.37241897
ENSG00000105819	PMPCB	0.372300787
ENSG00000104064	GABPB1	0.372265345
ENSG00000124588	NQO2	0.372206869
ENSG00000144635	DYNC1LI1	0.372186765
ENSG00000198728	LDB1	0.372159154
ENSG00000185009	AP3M1	0.372131061
ENSG00000144596	GRIP2	0.372118234
ENSG00000165409	TSHR	0.372041346
ENSG00000115155	OTOF	0.372030075
ENSG00000122679	RAMP3	0.371995934
ENSG00000166862	CACNG2	0.371944098
ENSG00000140521	POLG	0.371895126
ENSG00000144747	TMF1	0.371790784
ENSG00000164983	TMEM65	0.371769476
ENSG00000145819	ARHGAP26	0.371747823
ENSG00000101544	ADNP2	0.371697228
ENSG00000102977	ACD	0.371608746
ENSG00000163171	CDC42EP3	0.371584406
ENSG00000135423	GLS2	0.371560148
ENSG00000116299	KIAA1324	0.371530605
ENSG00000184368	MAP7D2	0.371466068
ENSG00000137166	FOXP4	0.371348643
ENSG00000100304	TTLL12	0.371347786
ENSG00000151131	C12orf45	0.371325225
ENSG00000114331	ACAP2	0.371297577
ENSG00000237190	CDKN2AIPNL	0.37129214
ENSG00000269556	TMEM185A	0.371280037
ENSG00000119705	SLIRP	0.371279317
ENSG00000029725	RABEP1	0.371180844
ENSG00000105655	ISYNA1	0.371071767
ENSG00000090054	SPTLC1	0.371030441
ENSG00000174080	CTSF	0.370952599
ENSG00000155827	RNF20	0.370908247
ENSG00000148840	PPRC1	0.370771014
ENSG00000089022	MAPKAPK5	0.370722751
ENSG00000171097	CCBL1	0.370666313
ENSG00000227115	RP11-267C16.1	0.370653177
ENSG00000139405	RITA1	0.370537456
ENSG00000129636	ITFG1	0.370445194
ENSG00000188385	JAKMIP3	0.370384978
ENSG00000160305	DIP2A	0.370372974
ENSG00000087995	METTL2A	0.370273258
ENSG00000135537	LACE1	0.370173607
ENSG00000204954	C12orf73	0.370150827
ENSG00000254531	FLJ20021	0.370045171
ENSG00000141568	FOXK2	0.370026666
ENSG00000130640	TUBGCP2	0.369902688
ENSG00000103184	SEC14L5	0.369860764
ENSG00000261609	GAN	0.369774677
ENSG00000221994	ZNF630	0.369738218
ENSG00000136874	STX17	0.369737165
ENSG00000116885	OSCP1	0.369710752
ENSG00000116141	MARK1	0.369689689
ENSG00000123338	NCKAP1L	0.369547365
ENSG00000145022	TCTA	0.369519564
ENSG00000173230	GOLGB1	0.369259661
ENSG00000226562	CYP4F26P	0.36920309
ENSG00000121274	PAPD5	0.369142811
ENSG00000166924	NYAP1	0.369128594
ENSG00000136883	KIF12	0.36910797
ENSG00000165899	OTOGL	0.369071743
ENSG00000233954	UQCRHL	0.369069548
ENSG00000155034	FBXL18	0.368998815
ENSG00000149582	TMEM25	0.368944006
ENSG00000060718	COL11A1	0.368943468
ENSG00000005884	ITGA3	0.36890256
ENSG00000158006	PAFAH2	0.368853293
ENSG00000138311	ZNF365	0.368805406
ENSG00000152315	KCNK13	0.368739824
ENSG00000091947	TMEM101	0.368653438
ENSG00000173581	CCDC106	0.368620144
ENSG00000106635	BCL7B	0.368615274
ENSG00000127920	GNG11	0.368597822
ENSG00000175324	LSM1	0.368586523
ENSG00000100321	SYNGR1	0.36850861
ENSG00000278156	TSC22D1-AS1	0.368463156
ENSG00000115598	IL1RL2	0.368457053
ENSG00000095906	NUBP2	0.368448971
ENSG00000172247	C1QTNF4	0.368432792
ENSG00000182134	TDRKH	0.368392446
ENSG00000136895	GARNL3	0.368378279
ENSG00000161016	RPL8	0.368231436
ENSG00000156603	MED19	0.368200519
ENSG00000149926	FAM57B	0.368163416
ENSG00000163312	HELQ	0.368153468
ENSG00000001460	STPG1	0.368043079
ENSG00000137693	YAP1	0.368000774
ENSG00000145916	RMND5B	0.36798655
ENSG00000143248	RGS5	0.367883884
ENSG00000109689	STIM2	0.367873753
ENSG00000127561	SYNGR3	0.367822534
ENSG00000112874	NUDT12	0.367800708
ENSG00000004700	RECQL	0.367787199
ENSG00000178896	EXOSC4	0.367690436
ENSG00000008324	SS18L2	0.367548637
ENSG00000144233	AMMECR1L	0.367543382
ENSG00000036257	CUL3	0.367467447
ENSG00000048028	USP28	0.36743339
ENSG00000160688	FLAD1	0.367404963
ENSG00000130939	UBE4B	0.367298314
ENSG00000140993	TIGD7	0.367264789
ENSG00000105186	ANKRD27	0.367187106
ENSG00000135862	LAMC1	0.367092237
ENSG00000163637	PRICKLE2	0.367053139
ENSG00000130635	COL5A1	0.367036044
ENSG00000013561	RNF14	0.366858119
ENSG00000172986	GXYLT2	0.36681217
ENSG00000138101	DTNB	0.366806835
ENSG00000274487	CH17-431G21.1	0.366798405
ENSG00000095794	CREM	0.366770296
ENSG00000082684	SEMA5B	0.366654836
ENSG00000181631	P2RY13	0.366645835
ENSG00000071626	DAZAP1	0.366644659
ENSG00000171928	TVP23B	0.366545972
ENSG00000119616	FCF1	0.366544096
ENSG00000160888	IER2	0.366538408
ENSG00000164418	GRIK2	0.366504153
ENSG00000163754	GYG1	0.366499005
ENSG00000001084	GCLC	0.366490859
ENSG00000187391	MAGI2	0.366353209
ENSG00000144847	IGSF11	0.366321847
ENSG00000114670	NEK11	0.36629969
ENSG00000116604	MEF2D	0.366281874
ENSG00000172349	IL16	0.366274258
ENSG00000150455	TIRAP	0.366252094
ENSG00000204386	NEU1	0.366214259
ENSG00000172292	CERS6	0.366211912
ENSG00000249896	RP11-586D19.1	0.366182735
ENSG00000137714	FDX1	0.366176844
ENSG00000108309	RUNDC3A	0.366155535
ENSG00000160226	C21orf2	0.366135902
ENSG00000215861	WI2-1896O14.1	0.366083668
ENSG00000049541	RFC2	0.366060005
ENSG00000118855	MFSD1	0.36605723
ENSG00000087263	OGFOD1	0.365983101
ENSG00000152782	PANK1	0.365963745
ENSG00000134982	APC	0.365875556
ENSG00000166340	TPP1	0.36587202
ENSG00000026025	VIM	0.36575782
ENSG00000120129	DUSP1	0.365746786
ENSG00000214043	RP5-944M2.3	0.365739261
ENSG00000130303	BST2	0.365733865
ENSG00000038382	TRIO	0.365717327
ENSG00000156787	TBC1D31	0.365700958
ENSG00000120162	MOB3B	0.365668528
ENSG00000148219	ASTN2	0.365665044
ENSG00000119402	FBXW2	0.365645678
ENSG00000128045	RASL11B	0.365598619
ENSG00000134330	IAH1	0.365592695
ENSG00000144935	TRPC1	0.365552559
ENSG00000163932	PRKCD	0.365512109
ENSG00000079435	LIPE	0.365443997
ENSG00000170619	COMMD5	0.365440863
ENSG00000165886	UBTD1	0.365415371
ENSG00000007168	PAFAH1B1	0.365407386
ENSG00000170145	SIK2	0.365324096
ENSG00000270069	MIR222HG	0.365259923
ENSG00000077549	CAPZB	0.365224236
ENSG00000136295	TTYH3	0.365219458
ENSG00000233270	SNRPEP4	0.365070233
ENSG00000077522	ACTN2	0.365059874
ENSG00000186188	FFAR4	0.364965895
ENSG00000132938	MTUS2	0.364965452
ENSG00000185515	BRCC3	0.364928218
ENSG00000180881	CAPS2	0.364737329
ENSG00000124920	MYRF	0.364701187
ENSG00000248124	RRN3P1	0.364688224
ENSG00000160360	GPSM1	0.364688115
ENSG00000116741	RGS2	0.36468167
ENSG00000183779	ZNF703	0.36466756
ENSG00000132718	SYT11	0.3646659
ENSG00000151617	EDNRA	0.364543316
ENSG00000125249	RAP2A	0.364499317
ENSG00000170089	RP11-423H2.1	0.364474704
ENSG00000115042	FAHD2A	0.364459104
ENSG00000125458	NT5C	0.364402398
ENSG00000171135	JAGN1	0.364380985
ENSG00000105323	HNRNPUL1	0.364337788
ENSG00000008118	CAMK1G	0.364279842
ENSG00000054690	PLEKHH1	0.3642627
ENSG00000139990	DCAF5	0.364241372
ENSG00000160087	UBE2J2	0.364173483
ENSG00000121481	RNF2	0.364161945
ENSG00000106415	GLCCI1	0.364158103
ENSG00000102910	LONP2	0.364116377
ENSG00000150456	N6AMT2	0.364071232
ENSG00000086061	DNAJA1	0.364057567
ENSG00000165731	RET	0.364042692
ENSG00000172985	SH3RF3	0.363973923
ENSG00000037637	FBXO42	0.363933917
ENSG00000131467	PSME3	0.363768437
ENSG00000159712	ANKRD18CP	0.363767331
ENSG00000133028	SCO1	0.363759617
ENSG00000134152	KATNBL1	0.363693652
ENSG00000133112	TPT1	0.363617169
ENSG00000139636	LMBR1L	0.363589807
ENSG00000165669	FAM204A	0.363571303
ENSG00000139974	SLC38A6	0.363531216
ENSG00000166439	RNF169	0.36345459
ENSG00000110696	C11orf58	0.363369828
ENSG00000170873	MTSS1	0.363331773
ENSG00000149292	TTC12	0.363325812
ENSG00000140009	ESR2	0.36323026
ENSG00000198901	PRC1	0.363204831
ENSG00000265972	TXNIP	0.363180797
ENSG00000148572	NRBF2	0.363115718
ENSG00000119559	C19orf25	0.362982743
ENSG00000185986	SDHAP3	0.362969573
ENSG00000196715	VKORC1L1	0.362921797
ENSG00000126458	RRAS	0.362821935
ENSG00000081307	UBA5	0.362734516
ENSG00000142556	ZNF614	0.362691168
ENSG00000158019	BRE	0.362685287
ENSG00000236485	RP1-156L9.1	0.362650946
ENSG00000177707	PVRL3	0.362639829
ENSG00000198168	SVIP	0.362626765
ENSG00000189058	APOD	0.362583767
ENSG00000215788	TNFRSF25	0.362561077
ENSG00000118777	ABCG2	0.362554934
ENSG00000184640	SEPT9	0.362488885
ENSG00000183530	PRR14L	0.36244875
ENSG00000126001	CEP250	0.362432255
ENSG00000188107	EYS	0.362419398
ENSG00000268364	SMC5-AS1	0.362378929
ENSG00000184922	FMNL1	0.362328175
ENSG00000107331	ABCA2	0.362318435
ENSG00000166411	IDH3A	0.362289061
ENSG00000231863	RP3-428L16.1	0.362216234
ENSG00000116793	PHTF1	0.362192503
ENSG00000154678	PDE1C	0.362130727
ENSG00000243710	CFAP57	0.36212862
ENSG00000175899	A2M	0.362049437
ENSG00000164099	PRSS12	0.361961443
ENSG00000137274	BPHL	0.361893303
ENSG00000186369	LINC00643	0.361884126
ENSG00000158793	NIT1	0.361843543
ENSG00000242337	TFP1	0.36184332
ENSG00000250067	YJEFN3	0.361783046
ENSG00000164951	PDP1	0.361737989
ENSG00000072364	AFF4	0.361720644
ENSG00000244754	N4BP2L2	0.361703343
ENSG00000177098	SCN4B	0.361694225
ENSG00000215712	TMEM242	0.361646354
ENSG00000153487	ING1	0.361585328
ENSG00000154723	ATP5J	0.361581352
ENSG00000014641	MDH1	0.361507802
ENSG00000156140	ADAMTS3	0.361507695
ENSG00000100979	PLTP	0.361453874
ENSG00000215193	PEX26	0.361447801
ENSG00000236451	AC067956.1	0.361438897
ENSG00000101940	WDR13	0.361309923
ENSG00000142444	C19orf52	0.361228259
ENSG00000124733	MEA1	0.361212379
ENSG00000250305	KIAA1456	0.361128545
ENSG00000164270	HTR4	0.361034285
ENSG00000129538	RNASE1	0.360992684
ENSG00000170185	USP38	0.360942089
ENSG00000156689	GLYATL2	0.360875153
ENSG00000121073	SLC35B1	0.360874595
ENSG00000259823	LYPD8	0.360843696
ENSG00000174231	PRPF8	0.36079646
ENSG00000137764	MAP2K5	0.360787662
ENSG00000169905	TOR1AIP2	0.360709213
ENSG00000102043	MTMR8	0.360691648
ENSG00000196591	HDAC2	0.36068867
ENSG00000087448	KLHL42	0.360652091
ENSG00000129625	REEP5	0.360521207
ENSG00000111845	PAK1IP1	0.360505009
ENSG00000138759	FRAS1	0.360365851
ENSG00000130177	CDC16	0.360356296
ENSG00000240240	RP11-146D12.2	0.360354498
ENSG00000143437	ARNT	0.36034265
ENSG00000148290	SURF1	0.360242063
ENSG00000196418	ZNF124	0.360102963
ENSG00000168569	TMEM223	0.360068572
ENSG00000118514	ALDH8A1	0.360047133
ENSG00000129646	QRICH2	0.360035102
ENSG00000198626	RYR2	0.360006145
ENSG00000161179	YDJC	0.359992965
ENSG00000076242	MLH1	0.359768933
ENSG00000164048	ZNF589	0.359746828
ENSG00000100097	LGALS1	0.359727299
ENSG00000158941	CCAR2	0.359708058
ENSG00000198648	STK39	0.359685337
ENSG00000077279	DCX	0.359607755
ENSG00000181929	PRKAG1	0.359560577
ENSG00000108651	UTP6	0.359559172
ENSG00000103064	SLC7A6	0.359435593
ENSG00000246889	AP000487.5	0.359352821
ENSG00000144746	ARL6IP5	0.359311629
ENSG00000138741	TRPC3	0.359235169
ENSG00000077420	APBB1IP	0.359071089
ENSG00000185829	ARL17A	0.3590154
ENSG00000127022	CANX	0.358984049
ENSG00000270953	RP11-2E11.9	0.358980572
ENSG00000196712	NF1	0.358967779
ENSG00000128607	KLHDC10	0.358929474
ENSG00000184900	SUMO3	0.358913984
ENSG00000161267	BDH1	0.358871542
ENSG00000049167	ERCC8	0.358811482
ENSG00000224550	RP11-270C12.3	0.358787886
ENSG00000109184	DCUN1D4	0.358775892
ENSG00000156976	EIF4A2	0.358773902
ENSG00000112787	FBRSL1	0.358650794
ENSG00000134247	PTGFRN	0.358571853
ENSG00000204580	DDR1	0.358508823
ENSG00000206503	HLA-A	0.358489014
ENSG00000113810	SMC4	0.358477527
ENSG00000122482	ZNF644	0.358473744
ENSG00000147647	DPYS	0.358402277
ENSG00000118257	NRP2	0.358398402
ENSG00000130813	C19orf66	0.35833081
ENSG00000141026	MED9	0.358282153
ENSG00000100142	POLR2F	0.358231869
ENSG00000165194	PCDH19	0.358200547
ENSG00000169155	ZBTB43	0.358171184
ENSG00000152056	AP1S3	0.35816005
ENSG00000170832	USP32	0.358100113
ENSG00000031003	FAM13B	0.358023444
ENSG00000130032	PRRG3	0.357976615
ENSG00000160551	TAOK1	0.357870268
ENSG00000107105	ELAVL2	0.357846681
ENSG00000185043	CIB1	0.357702335
ENSG00000164742	ADCY1	0.357673004
ENSG00000141431	ASXL3	0.357658945
ENSG00000145332	KLHL8	0.357526166
ENSG00000063015	SEZ6	0.357507415
ENSG00000103021	CCDC113	0.357503451
ENSG00000124785	NRN1	0.357497993
ENSG00000167642	SPINT2	0.357328718
ENSG00000164038	SLC9B2	0.357298359
ENSG00000100191	SLC5A4	0.357205547
ENSG00000173705	SUSD5	0.357145856
ENSG00000140326	CDAN1	0.357130849
ENSG00000165819	METTL3	0.357085722
ENSG00000136546	SCN7A	0.357077725
ENSG00000151470	C4orf33	0.357042662
ENSG00000166133	RPUSD2	0.357032227
ENSG00000183340	JRKL	0.356986202
ENSG00000113812	ACTR8	0.356976361
ENSG00000087088	BAX	0.356901778
ENSG00000198478	SH3BGRL2	0.356862194
ENSG00000104442	ARMC1	0.356859054
ENSG00000060971	ACAA1	0.356846913
ENSG00000155886	SLC24A2	0.356823885
ENSG00000198892	SHISA4	0.356807414
ENSG00000149792	MRPL49	0.35674635
ENSG00000150991	UBC	0.356724832
ENSG00000168724	DNAJC21	0.356724822
ENSG00000198576	ARC	0.356672125
ENSG00000236333	TRHDE-AS1	0.356645529
ENSG00000127824	TUBA4A	0.356638733
ENSG00000125484	GTF3C4	0.356586195
ENSG00000228109	MFI2-AS1	0.35658357
ENSG00000115446	UNC50	0.356576557
ENSG00000116106	EPHA4	0.356564578
ENSG00000159674	SPON2	0.35647076
ENSG00000044524	EPHA3	0.356411401
ENSG00000148943	LIN7C	0.356396408
ENSG00000118689	FOXO3	0.356305302
ENSG00000126368	NR1D1	0.356286601
ENSG00000125821	DTD1	0.356265676
ENSG00000174842	GLMN	0.356217192
ENSG00000110851	PRDM4	0.356199693
ENSG00000144554	FANCD2	0.356163618
ENSG00000138303	ASCC1	0.356018836
ENSG00000107130	NCS1	0.355991828
ENSG00000137563	GGH	0.355985638
ENSG00000003393	ALS2	0.355980727
ENSG00000145708	CRHBP	0.355911127
ENSG00000074803	SLC12A1	0.355879579
ENSG00000096092	TMEM14A	0.355786185
ENSG00000100784	RPS6KA5	0.355776791
ENSG00000162670	BRINP3	0.355644161
ENSG00000101052	IFT52	0.355597207
ENSG00000131584	ACAP3	0.355571474
ENSG00000174928	C3orf33	0.355562927
ENSG00000119771	KLHL29	0.355554227
ENSG00000149571	KIRREL3	0.355553278
ENSG00000136068	FLNB	0.35548342
ENSG00000174939	ASPHD1	0.35541972
ENSG00000164663	USP49	0.35540002
ENSG00000146556	WASH2P	0.355393568
ENSG00000143727	ACP1	0.355357595
ENSG00000104722	NEFM	0.355279319
ENSG00000186162	CIDECP	0.355272222
ENSG00000162772	ATF3	0.355270483
ENSG00000079387	SENP1	0.355264616
ENSG00000119522	DENND1A	0.35519315
ENSG00000186094	AGBL4	0.355163713
ENSG00000152683	SLC30A6	0.355158372
ENSG00000072134	EPN2	0.355122496
ENSG00000211584	SLC48A1	0.35500342
ENSG00000124313	IQSEC2	0.354975938
ENSG00000013288	MAN2B2	0.354974463
ENSG00000069424	KCNAB2	0.354965025
ENSG00000064933	PMS1	0.354956058
ENSG00000005302	MSL3	0.354944954
ENSG00000064419	TNPO3	0.354938948
ENSG00000197753	LHFPL5	0.354907406
ENSG00000070444	MNT	0.354906038
ENSG00000010379	SLC6A13	0.354851835
ENSG00000182372	CLN8	0.354842291
ENSG00000075826	SEC31B	0.354826386
ENSG00000166086	JAM3	0.354823209
ENSG00000120875	DUSP4	0.354781718
ENSG00000166676	TVP23A	0.354750773
ENSG00000168439	STIP1	0.35469026
ENSG00000107819	SFXN3	0.354674437
ENSG00000163382	APOA1BP	0.354605444
ENSG00000180998	GPR137C	0.354548947
ENSG00000170558	CDH2	0.354442142
ENSG00000146909	NOM1	0.354434087
ENSG00000164062	APEH	0.354433121
ENSG00000125995	ROMO1	0.354371218
ENSG00000248445	SEMA6A-AS1	0.354368487
ENSG00000184524	CEND1	0.354146581
ENSG00000229956	ZRANB2-AS2	0.354140703
ENSG00000111231	GPN3	0.35412244
ENSG00000142684	ZNF593	0.354096598
ENSG00000008988	RPS20	0.354095299
ENSG00000118200	CAMSAP2	0.354068245
ENSG00000196821	C6orf106	0.354066439
ENSG00000133316	WDR74	0.354056436
ENSG00000224940	PRRT4	0.353915246
ENSG00000134809	TIMM10	0.353862927
ENSG00000076826	CAMSAP3	0.353851293
ENSG00000143801	PSEN2	0.35378597
ENSG00000102897	LYRM1	0.353781736
ENSG00000165782	TMEM55B	0.353776598
ENSG00000140367	UBE2Q2	0.353699805
ENSG00000067560	RHOA	0.353639684
ENSG00000151136	BTBD11	0.353580417
ENSG00000160963	COL26A1	0.353568143
ENSG00000162105	SHANK2	0.353513083
ENSG00000154889	MPPE1	0.353505068
ENSG00000253710	ALG11	0.353486246
ENSG00000187556	NANOS3	0.353464473
ENSG00000097096	SYDE2	0.353452896
ENSG00000086717	PPEF1	0.353435645
ENSG00000159884	CCDC107	0.353396528
ENSG00000166573	GALR1	0.353362476
ENSG00000109929	SC5D	0.353360608
ENSG00000018189	RUFY3	0.353338522
ENSG00000142686	C1orf216	0.353331287
ENSG00000179091	CYC1	0.35331554
ENSG00000103160	HSDL1	0.353241779
ENSG00000215146	RP11-313J2.1	0.35323368
ENSG00000151247	EIF4E	0.353222888
ENSG00000168918	INPP5D	0.353180211
ENSG00000164941	INTS8	0.353175357
ENSG00000163161	ERCC3	0.353172537
ENSG00000103994	ZNF106	0.35315942
ENSG00000104059	FAM189A1	0.353069006
ENSG00000113231	PDE8B	0.353060525
ENSG00000128829	EIF2AK4	0.352949705
ENSG00000184588	PDE4B	0.352913656
ENSG00000087470	DNM1L	0.352884221
ENSG00000137672	TRPC6	0.352838622
ENSG00000196639	HRH1	0.352812546
ENSG00000116514	RNF19B	0.352753713
ENSG00000241973	PI4KA	0.352745355
ENSG00000161671	EMC10	0.352685502
ENSG00000172794	RAB37	0.352655661
ENSG00000077943	ITGA8	0.35254772
ENSG00000163864	NMNAT3	0.352475946
ENSG00000154222	CC2D1B	0.352446883
ENSG00000153956	CACNA2D1	0.352414379
ENSG00000242802	AP5Z1	0.352371411
ENSG00000000460	C1orf112	0.352340352
ENSG00000128266	GNAZ	0.352317071
ENSG00000198663	C6orf89	0.352309349
ENSG00000112981	NME5	0.352273575
ENSG00000214226	C17orf67	0.352237625
ENSG00000165487	MICU2	0.352216782
ENSG00000111684	LPCAT3	0.352079138
ENSG00000105792	CFAP69	0.352058373
ENSG00000141429	GALNT1	0.352052891
ENSG00000082397	EPB41L3	0.351977886
ENSG00000151304	SRFBP1	0.351972453
ENSG00000113643	RARS	0.351950174
ENSG00000272636	DOC2B	0.351914967
ENSG00000168096	ANKS3	0.351880396
ENSG00000171490	RSL1D1	0.351854411
ENSG00000168397	ATG4B	0.351774286
ENSG00000066855	MTFR1	0.351770289
ENSG00000189227	C15orf61	0.351761628
ENSG00000151743	AMN1	0.351759949
ENSG00000159363	ATP13A2	0.351713797
ENSG00000054116	TRAPPC3	0.351654527
ENSG00000113649	TCERG1	0.35146556
ENSG00000183495	EP400	0.351416615
ENSG00000151327	FAM177A1	0.351395058
ENSG00000160445	ZER1	0.351348072
ENSG00000127337	YEATS4	0.351342135
ENSG00000175497	DPP10	0.351209876
ENSG00000154582	TCEB1	0.351167632
ENSG00000163684	RPP14	0.351166165
ENSG00000101126	ADNP	0.351165153
ENSG00000165643	SOHLH1	0.351117737
ENSG00000267107	PCAT19	0.351050877
ENSG00000151729	SLC25A4	0.35104891
ENSG00000164163	ABCE1	0.351025325
ENSG00000237296	SMG1P1	0.350997619
